"ID","Site","Layer","Fire","Cortex","Class","Blank","Blank.technology","Technology","Preservation","Length","Width","Thickness","Robustness","Elongation","Platform.width","Platform.thickness","Platform_ratio","Platform.type","Platform.shape","Bulb","Bulbar.scars","Bulb.type","Lip","Lip.type","Curvature","Torsion","Torsion.simplified","Section","Blank.shape","Scar.pattern","Scar.pattern.2","Distal.end","Plunging","Bladelet.negatives","Typology","Typology.new","Retouch.position","Dorsal.retouch.localization","Ventral.retouch.localization","left_right","Volume","Area","raw.material.type","raw.material.source","raw.material.lumped","raw.material.provenience","X3D","Scanner"
"RB_57","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,4.40000009536743,0.800000011920929,5.5000000372529,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Crossed","Partial left","Continuous left","Unilateral left",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_58","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,3.90000009536743,1.10000002384186,3.54545455530654,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_59","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5.90000009536743,1.20000004768372,4.91666655076873,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_60","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,4.69999980926514,1.60000002384186,2.93749983701855,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_61","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5.80000019073486,0.899999976158142,6.44444482709155,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_63","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",10.5,7.30000019073486,1.70000004768372,4.29411763880903,1.4383561268021,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_64","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,6.09999990463257,2.40000009536743,2.54166652593349,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_65","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,6.59999990463257,1.10000002384186,5.99999978325583,NA,1.79999995231628,0.600000023841858,2.99999980131785,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Pronounced","Curved slightly","1R","yes","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_66","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,5.5,1.60000002384186,3.43749994877725,NA,2.5,0.300000011920929,8.33333300219643,"Linear","Linear",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_67","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,6.40000009536743,2,3.20000004768371,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Mesial right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_69","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,6.19999980926514,1.39999997615814,4.42857136775037,NA,2,0.899999976158142,2.22222228109101,"Plain","Oval",TRUE,FALSE,"Moderate",TRUE,"Moderate","Curved slightly","0","no","Trapezoidal","Sub-parallel","Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_72","RB","A1",TRUE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,5.80000019073486,1.70000004768372,3.4117647223819,NA,2,0.800000011920929,2.4999999627471,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved slightly","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_73","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,7.30000019073486,1.79999995231628,4.05555576895491,NA,1.70000004768372,0.699999988079071,2.42857153804936,"Plain","Rectangular",TRUE,FALSE,"Moderate",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_74","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,6.19999980926514,1.39999997615814,4.42857136775037,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_75","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,5.90000009536743,1.29999995231628,4.5384617782909,NA,1,0.5,2,"Plain","Oval",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_76","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,3.90000009536743,1.20000004768372,3.24999995032945,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_77","RB","A1",TRUE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,4.09999990463257,1.39999997615814,2.92857141032511,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional convergent","Unidirectional convergent","Pointed",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined","no",NA
"RB_78","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,2.70000004768372,1.20000004768372,2.24999995032946,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional","Unidirectional parallel","Pointed",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined","no",NA
"RB_79","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,6.7,2,3.35,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional convergent","Unidirectional convergent","Pointed",FALSE,FALSE,"Bladelet with lateral retouch?","Retouched bladelet","Inverse",NA,"Mesial right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_80","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,7,1.70000004768372,4.11764694332663,NA,1.79999995231628,0.699999988079071,2.57142854710014,"Plain","Triangular",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous bilateral",NA,"Bilateral",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_81","RB","A1",TRUE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,8.10000038146973,1.89999997615814,4.26315814900597,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined","no",NA
"RB_82","RB","A1",TRUE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,6.30000019073486,1.5,4.20000012715657,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined","no",NA
"RB_83","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,8.10000038146973,2.29999995231628,3.52173936930407,NA,1.20000004768372,1,1.20000004768372,"Plain","Oval",TRUE,TRUE,"Moderate",TRUE,"Moderate","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_84","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,4.30000019073486,1.5,2.86666679382324,NA,1.60000002384186,0.5,3.20000004768372,"Plain","Triangular",TRUE,FALSE,"Moderate",TRUE,"Moderate","Straight","1R","yes","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Very-distant.France","Very.distant","France","no",NA
"RB_85","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5.59999990463257,1.39999997615814,4.00000000000001,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Very-distant.France","Very.distant","France","no",NA
"RB_86","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,4.30000019073486,1.10000002384186,3.90909099775896,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Very-distant.France","Very.distant","France","no",NA
"RB_87","RB","A1",FALSE,"0%","Tool","Bladelet","Carinated","Optimal","Complete",12,4.90000009536743,1.60000002384186,3.06250001396983,2.44897954417288,0.300000011920929,0.100000001490116,3.00000007450581,"Linear","Linear",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved slightly","0","no","Trapezoidal","Sub-parallel","Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous bilateral",NA,"Bilateral",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_88","RB","A1",TRUE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,8.89999961853027,2.40000009536743,3.7083330270317,NA,3.5,1.20000004768372,2.91666655076874,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous left",NA,"Unilateral left",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_89","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,6,1.39999997615814,4.28571435869957,NA,0.5,0.5,1,"Plain","Oval",TRUE,FALSE,"Moderate",FALSE,"Absent","Curved slightly","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined","no",NA
"RB_90","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,8.30000019073486,2.90000009536743,2.86206893716783,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved slightly","0","no","Triangular",NA,"Unidirectional convergent","Unidirectional convergent","Pointed",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous left","Unilateral left",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined","no",NA
"RB_91","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,7.80000019073486,2.09999990463257,3.71428597378894,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Circum-local.France","Circum.local","France","no",NA
"RB_92","RB","A2",FALSE,"0%","Blank","Bladelet","Neo-crest","Maintenance","Mesial",NA,3.90000009536743,3,1.30000003178914,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight",NA,NA,"Trapezoidal",NA,"Unidirectional","Unidirectional parallel",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","not.available","not.available","not.available","no",NA
"RB_93","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,7.59999990463257,1.79999995231628,4.22222228109102,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Circum-local.France","Circum.local","France","no",NA
"RB_94","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,3.90000009536743,1.10000002384186,3.54545455530654,NA,NA,NA,NA,"Undetermined","Undetermined",FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous left","Unilateral left",NA,NA,"Chert","Very-distant.Italy","Very.distant","Italy","no",NA
"RB_95","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5.5,1.79999995231628,3.05555563650014,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Circum-local.France","Circum.local","France","no",NA
"RB_96","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,4.5,2.09999990463257,2.14285724017085,NA,2,1.29999995231628,1.53846159489198,"Plain","Oval",FALSE,FALSE,"Absent",TRUE,"Pronounced","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Circum-local.France","Circum.local","France","no",NA
"RB_97","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,4.30000019073486,0.899999976158142,4.7777781162733,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Mesial right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_98","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,3.40000009536743,1.29999995231628,2.61538478467593,NA,0.200000002980232,0.200000002980232,1,"Punctiform","Punctiform",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Circum-local.France","Circum.local","France","no",NA
"RB_99","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,4.69999980926514,1.39999997615814,3.35714277807548,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved slightly","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Circum-local.France","Circum.local","France","no",NA
